Source,Table_ID,Row_ID,Cell_1,Cell_2,Cell_3,Cell_4,Cell_5,Cell_6,Cell_7
UCR UCCP UCA v1(1).docx,32,2,"( K, 1, OPEN, dimensionless, 7.297e-3, U(1)_EM ) Edges: PHYS-004 (e), PHYS-002 (hbar), PHYS-001 (c), PHYS-006 (eps_0) via alpha = e^2/(4pi eps_0 hbar c)",,,,,,
UCR UCCP UCA v1(1).docx,33,1,PHYS-010 m_P,,,,,,
UCR UCCP UCA v1(1).docx,33,2,"( T, 1, OPEN, [M], 2.176e-8 kg, Diffeomorphism ) Edges: PHYS-003 (G), PHYS-002 (hbar), PHYS-001 (c) via m_P = sqrt(hbar c / G)",,,,,,
UCR UCCP UCA v1(1).docx,34,1,COMP-002 Pi (persistence functional),,,,,,
UCR UCCP UCA v1(1).docx,34,2,"( P, 1, DER-ORG-003, dimensionless-functional, Omega (master attractor), Attractor symmetry ) Edges: COMP-001 (Gamma) via Pi = lim_{n->inf} Gamma^n Psi_0. Certified by Banach FPT.",,,,,,
UCR UCCP UCA v1(1).docx,35,1,SPEC-lambda_c lambda_c (persistence cutoff),,,,,,
UCR UCCP UCA v1(1).docx,35,2,"( K, 1, DER-SPC-005, dimensionless, lambda_c, Threshold group ) Edges: DER-SPC-003 (Spec(L)) via definition of persistence sector Pi = {phi_n : lambda_n < lambda_c}",,,,,,
UCR UCCP UCA v1(1).docx,36,1,PHYS-N_sub N_sub (spectral trace dimension),,,,,,
UCR UCCP UCA v1(1).docx,36,2,"( P, 1, CMB lock n_s=0.965, dimensionless, 4.7619, CMB symmetry ) Edges: PHYS-001 (c) and CMB observations via n_s = 1 - 2/N_sub. Locked by Planck 2018.",,,,,,
UCR UCCP UCA v1(1).docx,37,1,GEO-g_{ab} g_{ab} (spectral metric),,,,,,
UCR UCCP UCA v1(1).docx,37,2,"( S, 2, DER-GEO-001, dimensionless, g_{ab}(x), Diffeomorphism group ) Edges: DER-SPC-003 (Spec(L)) via g_{ab} = sum_k lambda_k^{-1} d_a phi_k d_b phi_k",,,,,,
UCR UCCP UCA v1(1).docx,38,1,QR-D D (Dirac operator),,,,,,
UCR UCCP UCA v1(1).docx,38,2,"( T, 2, DER-QR-006, [L^{-1}], Spec(D), Clifford symmetry ) Edges: DER-SPC-002 (L) via D = sqrt(L); DER-GAU-003 (covariant derivative)",,,,,,
UCR UCCP UCA v1(1).docx,39,1,PHYS-m_{aP} m_{aP} (Persistence Axion),,,,,,
UCR UCCP UCA v1(1).docx,39,2,"( P, 2, SEIT predictions, [M], 6.885e-13 eV, U(1)_axion ) Edges: PHYS-N_sub (4.7619) and PHYS (Lambda_QCD, M_Pl) via m_{aP} = Lambda^2_QCD / (N_sub * M_Pl)",,,,,,
UCR UCCP UCA v1(1).docx,40,1,GEO-Gamma^c Gamma^c_{ab} (Christoffel symbols),,,,,,
UCR UCCP UCA v1(1).docx,40,2,"( T, 3, DER-GEO-002, [L^{-1}], Gamma^c_{ab}, Diffeomorphism group ) Edges: GEO-g_{ab} (level 2) via Gamma^c_{ab} = (1/2) g^{cd}(d_a g_{bd} + ...)",,,,,,
UCR UCCP UCA v1(1).docx,41,1,PHYS-m_p/m_e m_p/m_e (mass ratio),,,,,,
UCR UCCP UCA v1(1).docx,41,2,"( P, 3, OPEN (target: Spec(L)), dimensionless, 1836.15, Lorentz group ) Edges: PHYS-012 (m_e) and m_p (root or derived) via ratio. SEIT target: lambda_p / lambda_e from Spec(L)",,,,,,
UCR UCCP UCA v1(1).docx,42,1,Compiler Type,Candidate Members,Physical Interpretation,SEIT Connection,,,
UCR UCCP UCA v1(1).docx,42,2,Transformation (T),"c, hbar, G, e, k_B, eps_0, mu_0, Gamma, Phi, D=sqrt(L), nabla_O, m_P","Sets the scale of dynamical evolution, propagation, and coupling. The 'how fast and how strongly' constants.","DER-VAR-002 (field equation) encodes the T constants as the coefficients of the kinetic and coupling terms. DER-OPEN-005 targets deriving c, G, hbar from Seeley-DeWitt fixed points.",,,
UCR UCCP UCA v1(1).docx,42,3,Constraint (K),"Lambda, alpha, alpha_s, g_W, theta_W, chi_vac, lambda_c, beta",Governs boundary conditions on accessible states. The 'what is allowed' constants.,"DER-SPC-005 (persistence cutoff lambda_c), DER-GAU-004 (Yang-Mills coupling). Lambda is the open cosmological constant problem (PRF-COSMO).",,,
UCR UCCP UCA v1(1).docx,42,4,Persistence (P),"Pi, V_O, Spec(L), N_sub, m_{aP}, m_e, m_p/m_e, v_H",Characterizes stable organizational attractors and their properties. The 'what survives' constants.,"DER-ORG-003 (persistence fixed point), DER-SPC-003 (spectral invariant). SEIT derives m_n = m_0 sqrt(lambda_n) — all mass constants are P-type targets.",,,
UCR UCCP UCA v1(1).docx,42,5,Structural (S),"g_O, d_O, I_C, L (as operator), Gamma^c_{ab}",Defines the geometry and metric of the organizational state space. The 'what shape is the space' constants.,"DER-GEO-001 (spectral metric), DER-GEO-002 (connection). These are not numerical constants but structural objects that encode the shape of the derivation manifold.",,,
UCR UCCP UCA v1(1).docx,43,1,ID,Symbol,Audit Question,Resolution Path,Priority,,
UCR UCCP UCA v1(1).docx,43,2,PHYS-007,mu_0,"With c fixed by SI definition, is mu_0 independent of eps_0 and c, or derived via mu_0 = 1/(eps_0 c^2)?","Check SI 2019 redefinition: mu_0 is now defined, not measured. Record as derived if so.",High — affects whether PHYS-007 is root or level-1,,
UCR UCCP UCA v1(1).docx,43,3,PHYS-011,v_H,Is the Higgs vev a root constant or derivable from the Higgs quartic coupling lambda_H and other SM parameters?,"SM Lagrangian analysis: v = mu / sqrt(lambda_H). If mu and lambda_H are roots, v_H is derived.",High — affects electroweak sector derivation chain,,
UCR UCCP UCA v1(1).docx,43,4,PHYS-012,m_e,Is m_e a root (Yukawa coupling y_e times v_H) or derivable from Spec(L) via m_e = m_0 sqrt(lambda_e)?,Requires DER-OPEN-005 and B_Nature identification. Long-term SEIT target.,"Medium — SEIT derivation target, currently root",,
UCR UCCP UCA v1(1).docx,43,5,PHYS-015,g_W,"Is g_W independent of alpha and theta_W, or derivable via g_W = e / sin(theta_W)?","Check: g_W = e / sin(theta_W). If e and theta_W are roots, g_W is derived.",High — may reduce root count by one,,
UCR UCCP UCA v1(1).docx,43,6,COMP-006,gamma,What is the compiler type of the organizational growth parameter? T (rate of transformation) or P (persistence growth)?,Requires DER-ORG-007 (Pi_O derivation). gamma = dPi_O/dt in NEDS regime.,Medium — depends on OPEN Pi_O derivation,,
UCR UCCP UCA v1(1).docx,43,7,PHYS-013,m_p/m_e,Should this be expressed as a ratio (derived) or should m_p be registered as an independent root?,Register m_p (PHYS-012b) as a root P-type constant. m_p/m_e is then a level-2 derived P constant.,Low — bookkeeping,,
UCR UCCP UCA v1(1).docx,44,1,UCA Goal,Blocked By,DER Registry Entry,What Closure Achieves,,,
UCR UCCP UCA v1(1).docx,44,2,"Derive c, G, hbar from Seeley-DeWitt fixed points",No explicit computation of fixed-point functions f_k,DER-OPEN-005,"Reclassifies PHYS-001, PHYS-002, PHYS-003 from root (level 0) to derived (level 1). Reduces the primitive physical content of the framework to the spectral structure of B.",,,
UCR UCCP UCA v1(1).docx,44,3,"Derive m_e, m_p from Spec(L)",B_Nature not identified; DER-OPEN-006,DER-OPEN-006 (B_Nature),Reclassifies PHYS-012 and m_p from root (P-type level 0) to derived (P-type level 2). Mass spectrum becomes a prediction.,,,
UCR UCCP UCA v1(1).docx,44,4,Derive alpha from UCCP structure,alpha = e^2/(4pi eps_0 hbar c) — depends on four roots,"If e, hbar, c, eps_0 all become derived, alpha becomes level-2. Otherwise remains level-1.",Closes the fine-structure constant as a derived quantity if the root constants are all derived from Seeley-DeWitt.,,,
UCR UCCP UCA v1(1).docx,44,5,Derive Lambda (cosmological constant),Pi_O derivation incomplete; PRF-COSMO,DER-TRC-006 (Pi_O),"If Pi_O couples to Lambda through the organizational persistence of the vacuum sector, Lambda becomes a derived K-type constant rather than a root.",,,
UCR UCCP UCA v1(1).docx,44,6,Complete UCCP type certification,"Dependency predicates T, K, P, S not yet formally defined as operations",UCCP v1.1 is CANDIDATE status,Formalizes the type assignment as a computable operation. UCCP v2.0 would compute organizational types directly from the compiler's dependency structure.,,,
UCR UCCP UCA v1(1).docx,45,1,"UCA completion <=> DER-OPEN-005 + DER-OPEN-006 + DER-TRC-006 closed The three open DER entries that, when closed, would reclassify the physical root constants as derived quantities and complete the Universal Constant Atlas.",,,,,,
UCR UCCP UCA v1(1).docx,46,1,UCG Registry,UCR / UCA Contribution,,,,,
UCR UCCP UCA v1(1).docx,46,2,USR (Symbol Registry),"Add USR entries for all 16 PHYS constants, 8 COMP constants, and 9 spectral/geometric constants. Update existing USR-024 (Pi_O) with UCA 6-tuple.",,,,,
UCR UCCP UCA v1(1).docx,46,3,UOR (Object Registry),Add UCA dependency graph as OBJ-UCA-001. The graph is itself a certified mathematical object: a directed acyclic graph with nodes indexed by UCR entries and edges indexed by DER entries.,,,,,
UCR UCCP UCA v1(1).docx,46,4,UAR (Axiom Registry),"Add AX-UCCP-001: every constant in the framework has a unique UCCP type from {T, K, P, S, PRIM}. This axiom prevents type ambiguity.",,,,,
UCR UCCP UCA v1(1).docx,46,5,UTR (Theorem Registry),Add THM-UCCP-001: the UCCP type of a derived constant is computable from the types of its predecessors via the type-propagation rule (to be defined in UCCP v2.0).,,,,,
UCR UCCP UCA v1(1).docx,46,6,DER Registry,"The UCA audit program identifies five new OPEN DER targets: c, G, hbar derivation (DER-OPEN-005); m_e, m_p derivation (DER-OPEN-006); Lambda derivation (DER-TRC-006); mu_0 audit; v_H audit.",,,,,
UCR UCCP UCA v1(1).docx,46,7,Open Obligations (UCG §15),Add PRF-UCR-001 through PRF-UCR-005 for the five audit items. Add PRF-UCCP-001 for the type-propagation theorem.,,,,,
UCR UCCP UCA v1(1).docx,46,8,Sync Ledger (UCG §14),Add UCR_UCCP_UCA_v1.docx as synchronized companion document.,,,,,
UQR UCA v2(1).docx,1,1,Primitive < Quantity < Constant < Operator < Equation < Theorem < Compiler The seven-layer compiler ontology. Each layer has a distinct role. Quantities are what is measured. Constants govern measurements. Operators transform quantities. Equations relate quantities via constants. Theorems certify equations.,,,,,,
UQR UCA v2(1).docx,2,1,Layer,Object Class,Question Answered,Examples,,,
UQR UCA v2(1).docx,2,2,Primitive,"{Delta, tau, kappa, Pi}",What are the irreducible organizational operations?,"Distinction, Transformation, Constraint, Persistence",,,
UQR UCA v2(1).docx,2,3,Quantity,"Q = (sigma, T_Q, U, D, C, O, I)",What is being measured or computed?,"Mass, Energy, Charge, Action, Rate, Information",,,
UQR UCA v2(1).docx,2,4,Constant,"(sigma, delta, tau_c, D, X, I, P, C, A)",What fixed parameters govern the quantities?,"c, hbar, G, e, k_B, Lambda, alpha",,,
UQR UCA v2(1).docx,2,5,Operator,O: Q -> Q' with domain and codomain,How do quantities change or relate?,"nabla, L, R = exp(-beta L), Gamma = C o T o D",,,
UQR UCA v2(1).docx,2,6,Equation,"Relation among quantities, constants, operators",What are the precise relationships?,"G_{ab} = 8pi G T_{ab}, L phi = lambda phi",,,
UQR UCA v2(1).docx,2,7,Theorem,Certified equation with proof,Which relationships are necessary consequences of the axioms?,"THM-EL, THM-ANOM, THM-UCCP-001",,,
UQR UCA v2(1).docx,2,8,Compiler,"Full dependency DAG: G_C = (V_C, E_C)",What is the complete executable knowledge graph?,The UCA as a traversable directed acyclic graph,,,
UQR UCA v2(1).docx,3,1,"Q = ( sigma, T_Q, U, D, C, O, I ) sigma = symbol. T_Q = quantity class. U = physical dimensions. D = dependencies (prior quantities). C = governing constants. O = governing operators. I = invariance certificate.",,,,,,
UQR UCA v2(1).docx,4,1,Class Code,Class Name,Compiler Role,Representative Quantities,,,
UQR UCA v2(1).docx,4,2,MASS,Mass,Measures persistence cost against decoherence background,"m, m_e, m_p, M, m_P, m_{aP}",,,
UQR UCA v2(1).docx,4,3,ENER,Energy,Measures capacity for Transformation,"E, U, F, H, E_kin, E_pot, E_vac, E_org",,,
UQR UCA v2(1).docx,4,4,CHRG,Charge,Measures coupling strength to gauge field (Constraint class),"q, e, Q_color, Q_weak, Q_org",,,
UQR UCA v2(1).docx,4,5,MOM,Momentum,Measures directed state change (first moment of Transformation),"p, P, L_ang, S_spin",,,
UQR UCA v2(1).docx,4,6,ACT,Action,Measures the integrated cost of a Transformation trajectory,"S, hbar, C_Pi[y]",,,
UQR UCA v2(1).docx,4,7,LEN,Length,Measures spatial extent of Distinction boundaries,"L, r, ell, lambda, d(i,j)",,,
UQR UCA v2(1).docx,4,8,TIME,Time,Measures the sequence parameter of Transformation,"t, tau, T, t_P",,,
UQR UCA v2(1).docx,4,9,RATE,Rate,Measures the speed of organizational change,"Gamma (decay), gamma (growth), H (expansion), k (reaction), dI/dt, dPi_O/dt",,,
UQR UCA v2(1).docx,4,10,PROB,Probability,Measures the likelihood of a Persistence attractor,"P, rho, |psi|^2, mu(Pi)",,,
UQR UCA v2(1).docx,4,11,INFO,Information,Measures the organizational complexity of a state,"H (entropy), I (Fisher), D_KL, S (von Neumann)",,,
UQR UCA v2(1).docx,4,12,CURV,Curvature,Measures the deviation of the organizational metric from flat,"R, R_{ab}, G_{ab}, K_t, D_s",,,
UQR UCA v2(1).docx,4,13,FILD,Field,Measures the value of an organizational potential at each point,"E, B, phi, psi, A_mu, F_{ab}",,,
UQR UCA v2(1).docx,4,14,DENS,Density,Measures organizational quantity per unit volume,"rho, n, T_{ab}, J_mu",,,
UQR UCA v2(1).docx,4,15,FLUX,Flux,Measures the flow of organizational quantity across a boundary,"J_q, J_m, J_e, J_O, Phi_boundary",,,
UQR UCA v2(1).docx,4,16,ORG,Organizational,Compiler-specific quantities with no classical physical analogue,"Pi_O, Omega (attractor), alpha (control param), Spec(L)",,,
UQR UCA v2(1).docx,5,1,MASS — QUANTITIES MEASURING PERSISTENCE COST,,,,,,
UQR UCA v2(1).docx,6,1,ID,Symbol,Meaning,Units (U),Governing Constants (C),Governing Operators (O),Invariance (I)
UQR UCA v2(1).docx,6,2,MAS-001,m,Generic mass,kg,"c, G, hbar",m = E/c^2; m = p_mu p^mu / c^2,Lorentz group
UQR UCA v2(1).docx,6,3,MAS-002,m_e,Electron mass,kg,"hbar, c, G (via Planck), v_H, y_e",m_e = y_e v_H / sqrt(2) OR m_e = m_0 sqrt(lambda_e),Lorentz group
UQR UCA v2(1).docx,6,4,MAS-003,m_p,Proton mass,kg,"hbar, c, Lambda_QCD",m_p ~ Lambda_QCD / c^2 (QCD confinement),"Lorentz group, SU(3)_color"
UQR UCA v2(1).docx,6,5,MAS-004,M,General body mass,kg,G,F = GMm/r^2 (Newtonian); T_{00} (relativistic),Diffeomorphism group
UQR UCA v2(1).docx,6,6,MAS-005,m_P,Planck mass,kg,"G, hbar, c",m_P = sqrt(hbar c / G),Diffeomorphism group
UQR UCA v2(1).docx,6,7,MAS-006,m_{aP},Persistence Axion mass,eV/c^2,"N_sub, Lambda_QCD, M_Pl",m_{aP} = Lambda^2_QCD / (N_sub * M_Pl),U(1)_axion
UQR UCA v2(1).docx,7,1,ENER — QUANTITIES MEASURING TRANSFORMATION CAPACITY,,,,,,
UQR UCA v2(1).docx,8,1,ID,Symbol,Meaning,Units,Governing Constants,SEIT Connection,
UQR UCA v2(1).docx,8,2,EN-001,E_rest,Rest energy: E = mc^2,J,"c, m",Appears in DER-GEO-001 (spectral metric); m_n = m_0 sqrt(lambda_n) gives E_n = m_n c^2,
UQR UCA v2(1).docx,8,3,EN-002,E_kin,Kinetic energy: T = p^2/2m (NR),J,m,Appears in DER-VAR-003 (Legendre transform); Hamiltonian kinetic sector,
UQR UCA v2(1).docx,8,4,EN-003,E_pot,Potential energy: V = -GMm/r,J,"G, M, m",Appears in DER-VAR-001 (Persistence Cost Functional); potential sector,
UQR UCA v2(1).docx,8,5,EN-004,E_therm,Thermal energy: E = k_B T,J,k_B,Appears in DER-TRC-002 (entropy); k_B T sets the thermal fluctuation scale,
UQR UCA v2(1).docx,8,6,EN-005,E_vac,Vacuum energy density: rho_Lambda = Lambda c^4 / 8piG,J/m^3,"Lambda, c, G",DER-TRC-006 (OPEN): Pi_O must accommodate positive Lambda,
UQR UCA v2(1).docx,8,7,EN-006,E_org,Organizational energy: cost of one DTC cycle,Compiler,"Gamma, Pi",C_Pi[y] = INT(g_{ab} y'_a y'_b + 2 I_F)dt — the persistence cost functional VAR-001,
UQR UCA v2(1).docx,9,1,RATE — QUANTITIES MEASURING SPEED OF ORGANIZATIONAL CHANGE,,,,,,
UQR UCA v2(1).docx,10,1,ID,Symbol,Meaning,Units,Formula,SEIT / DER Connection,
UQR UCA v2(1).docx,10,2,RT-001,Gamma_decay,Decay rate of an unstable state,s^{-1},Gamma = 1/tau (mean lifetime),DER-QR-003 (Heisenberg); Gamma = Im(E)/hbar in QM,
UQR UCA v2(1).docx,10,3,RT-002,gamma_org,Organizational growth parameter,s^{-1},gamma = dPi_O/dt in NEDS regime,COMP-006 audit item; requires DER-ORG-007 (Pi_O derivation),
UQR UCA v2(1).docx,10,4,RT-003,H,Hubble expansion rate,s^{-1},H = a_dot / a (scale factor rate),Adjacent to DER-TRC-006; H^2 = 8piG rho/3 + Lambda/3,
UQR UCA v2(1).docx,10,5,RT-004,k_rxn,Chemical reaction rate,mol/(L*s),k = A exp(-E_a / k_B T) (Arrhenius),NEDS rate quantifying organizational throughput sigma in TRC branch,
UQR UCA v2(1).docx,10,6,RT-005,dI/dt,Information generation rate,bits/s,dI/dt = d/dt(-sum p_i ln p_i),DER-TRC-002 (entropy); characterizes NEDS vs TEDS regime boundary,
UQR UCA v2(1).docx,10,7,RT-006,dPi_O/dt,Organizational persistence rate,s^{-1},"dPi_O/dt = g(sigma, dC/dt, dSpec/dt)",DER-ORG-007 (OPEN); the key rate distinguishing organizational evolution stages,
UQR UCA v2(1).docx,10,8,RT-007,sigma_dot,Entropy production rate,J/(K*s),sigma = sum_i J_i X_i >= 0,DER-TRC-004 (Clausius-Duhem); the TNDS driving rate,
UQR UCA v2(1).docx,10,9,RT-008,Phi_in,Free energy influx rate,W,Phi_in = alpha * Phi_decay,Control parameter numerator; alpha = Phi_in / Phi_decay defines regime,
UQR UCA v2(1).docx,11,1,ORG — COMPILER-SPECIFIC ORGANIZATIONAL QUANTITIES,,,,,,
UQR UCA v2(1).docx,12,1,ID,Symbol,Meaning,Formula / Definition,DER Entry,Status,
UQR UCA v2(1).docx,12,2,ORG-001,Pi_O,Organizational Persistence Functional,"Pi_O = f(sigma, C, Spec(L)) in [0,1]","DER-ORG-007, DER-TRC-006",OPEN — coupling equation proposed,
UQR UCA v2(1).docx,12,3,ORG-002,alpha,Organizational control parameter,alpha = Phi_in / Phi_decay,UCG Sec 12 (bifurcation),CERTIFIED (bifurcation theorem),
